sensor,plume_id,gas,datetime,lat,lon,emission_kg_hr,uncertainty_kg_hr,wind_m_s,sector,gsd_m,hidden_emission,source
Tanager,tan20260531t034151c23s4001-B,CH4,2026-05-31 03:41:51.230000+00:00,14.68993575708329,121.16437483251525,,,3.907407407407408,6A,46.802442110415015,True,CarbonMapper API
Tanager,tan20260530t042114c47s4001-A,CH4,2026-05-30 04:21:14.470000+00:00,22.547349884160724,114.17434955788684,,,0.7962962962962963,6A,35.47808092528962,True,CarbonMapper API
Tanager,tan20260530t042114c47s4001-B,CH4,2026-05-30 04:21:14.470000+00:00,22.544536022827984,114.17079011955252,,,0.7962962962962963,6A,35.47808092528962,True,CarbonMapper API
Tanager,tan20260528t041352c64s4001-A,CH4,2026-05-28 04:13:52.640000+00:00,4.739404707884404,113.74136887274676,1004.4169028903834,123.09246398779968,3.259259259259259,1B2,44.693323952780034,False,CarbonMapper API
Tanager,tan20260528t041352c64s4001-B,CH4,2026-05-28 04:13:52.640000+00:00,4.437412180604099,113.80206189678881,451.52810813400964,57.935818859717685,2.4814814814814814,1B2,44.693323952780034,False,CarbonMapper API
Tanager,tan20260528t040917c46s4001-A,CH4,2026-05-28 04:09:17.460000+00:00,23.44270349396227,116.59965706247203,530.3834285306732,102.05818621698947,2.9444444444444446,6A,37.47521396069122,False,CarbonMapper API
Tanager,tan20260527t045032c51s4001-A,CH4,2026-05-27 04:50:32.510000+00:00,21.33420332662959,105.83572596680585,726.3645829237082,99.99246795309926,2.3703703703703707,6A,36.61978186224429,False,CarbonMapper API
Tanager,tan20260526t040339c78s4001-A,CH4,2026-05-26 04:03:39.780000+00:00,-2.220688385167577,115.4848613090245,618.7795274094163,91.15455337577451,1.2592592592592593,1B1a,33.15119231714982,False,CarbonMapper API
Tanager,tan20260524t034710c82s4001-A,CH4,2026-05-24 03:47:10.820000+00:00,14.69033146080551,121.16517385501271,1421.8592595792147,384.1714203165113,2.4629629629629632,6A,34.83011569108442,False,CarbonMapper API
Tanager,tan20260524t034710c82s4001-B,CH4,2026-05-24 03:47:10.820000+00:00,14.690083474190757,121.16375843894218,,,2.4629629629629632,6A,34.83011569108442,True,CarbonMapper API
